timestamp_ms,timestamp_str,lon_bd09,lat_bd09,lon_gcj02,lat_gcj02,lon_wgs84,lat_wgs84,speed,direction,mileage,driving_mode,driving_model,device_id,attributes,calc_speed,vehicle_id
1751955000000,2025-07-08 14:10:00.000,104.196835,35.95611,104.19034306980087,35.95011913618227,104.187652,35.950294,1.0,0.0,9663.9,1.0,1,612042023200066,"{""1"":96639,""3"":0,""37"":0,""48"":80,""49"":22,""224"":""AC8="",""225"":96639,""226"":0,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",0.09,1879347316192227300
1751955000000,2025-07-08 14:10:00.000,104.19682,35.956141,104.19032809961074,35.95015017032458,104.187637,35.950325,1.0,0.0,11186.6,1.0,1,612042023200098,"{""1"":111866,""3"":0,""37"":0,""48"":80,""49"":24,""224"":""AC8="",""225"":111866,""226"":0,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",0.09,1879353494011949000
1751955000000,2025-07-08 14:10:00.000,104.196951,35.95618,104.19045785846502,35.950190948248114,104.187767,35.950366,5.0,304.0,6318.1,1.0,1,612042023200085,"{""1"":63181,""3"":43,""37"":0,""48"":80,""49"":29,""224"":""AC8="",""225"":63181,""226"":43,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",1.12,1879358279721201700
1751955001000,2025-07-08 14:10:01.000,104.196836,35.95611,104.19034406792773,35.9501191343983,104.187653,35.950294,1.0,0.0,9663.9,1.0,1,612042023200066,"{""1"":96639,""3"":0,""37"":0,""48"":80,""49"":22,""224"":""AC8="",""225"":96639,""226"":0,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",0.09,1879347316192227300
1751955001000,2025-07-08 14:10:01.000,104.196819,35.956142,104.19032710148416,35.95015017210874,104.187636,35.950325,1.0,0.0,11186.6,1.0,1,612042023200098,"{""1"":111866,""3"":0,""37"":0,""48"":80,""49"":26,""224"":""AC8="",""225"":111866,""226"":0,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",0.09,1879353494011949000
1751955001000,2025-07-08 14:10:01.000,104.196939,35.956186,104.19044588125324,35.95019697106848,104.187755,35.950372,4.0,293.0,6318.1,1.0,1,612042023200085,"{""1"":63181,""3"":33,""37"":16,""48"":80,""49"":29,""224"":""AC8="",""225"":63181,""226"":33,""227"":282574488338432,""228"":0,""229"":1960,""230"":0,""231"":0}",1.269,1879358279721201700
1751955002000,2025-07-08 14:10:02.000,104.196835,35.956109,104.19034306974572,35.95011813594416,104.187652,35.950293,1.0,0.0,9663.9,1.0,1,612042023200066,"{""1"":96639,""3"":0,""37"":0,""48"":80,""49"":21,""224"":""AC8="",""225"":96639,""226"":0,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",0.143,1879347316192227300
1751955002000,2025-07-08 14:10:02.000,104.196819,35.956141,104.19032710142898,35.95014917187064,104.187636,35.950324,1.0,0.0,11186.6,1.0,1,612042023200098,"{""1"":111866,""3"":0,""37"":0,""48"":80,""49"":26,""224"":""AC8="",""225"":111866,""226"":0,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",0.111,1879353494011949000
1751955002000,2025-07-08 14:10:02.000,104.196933,35.956187,104.19043989253782,35.95019798200315,104.187749,35.950373,1.0,0.0,6318.1,1.0,1,612042023200085,"{""1"":63181,""3"":17,""37"":16,""48"":80,""49"":28,""224"":""AC8="",""225"":63181,""226"":17,""227"":282574488338432,""228"":0,""229"":2920,""230"":0,""231"":0}",0.551,1879358279721201700
1751955003000,2025-07-08 14:10:03.000,104.196834,35.95611,104.19034207167408,35.950119137966254,104.187651,35.950294,1.0,0.0,9663.9,1.0,1,612042023200066,"{""1"":96639,""3"":0,""37"":0,""48"":80,""49"":21,""224"":""AC8="",""225"":96639,""226"":0,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",0.143,1879347316192227300
1751955003000,2025-07-08 14:10:03.000,104.196819,35.956142,104.19032710148416,35.95015017210874,104.187636,35.950325,1.0,0.0,11186.6,1.0,1,612042023200098,"{""1"":111866,""3"":0,""37"":0,""48"":80,""49"":24,""224"":""AC8="",""225"":111866,""226"":0,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",0.111,1879353494011949000
1751955003000,2025-07-08 14:10:03.000,104.196933,35.956188,104.190439892593,35.950198982241226,104.187749,35.950374,0.0,0.0,6318.1,1.0,1,612042023200085,"{""1"":63181,""3"":1,""37"":16,""48"":80,""49"":29,""224"":""AC8="",""225"":63181,""226"":1,""227"":282574488338432,""228"":0,""229"":3400,""230"":0,""231"":0}",0.111,1879358279721201700
1751955004000,2025-07-08 14:10:04.000,104.196834,35.956109,104.19034207161889,35.95011813772814,104.187651,35.950293,1.0,0.0,9663.9,1.0,1,612042023200066,"{""1"":96639,""3"":0,""37"":0,""48"":80,""49"":22,""224"":""AC8="",""225"":96639,""226"":0,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",0.111,1879347316192227300
1751955004000,2025-07-08 14:10:04.000,104.196819,35.956143,104.19032710153934,35.950151172346835,104.187636,35.950326,1.0,0.0,11186.6,1.0,1,612042023200098,"{""1"":111866,""3"":0,""37"":0,""48"":80,""49"":24,""224"":""AC8="",""225"":111866,""226"":0,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",0.111,1879353494011949000
1751955004000,2025-07-08 14:10:04.000,104.196933,35.956187,104.19043989253782,35.95019798200315,104.187749,35.950373,0.0,0.0,6318.1,1.0,1,612042023200085,"{""1"":63181,""3"":0,""37"":16,""48"":80,""49"":29,""224"":""AC8="",""225"":63181,""226"":0,""227"":282574488338432,""228"":0,""229"":2920,""230"":0,""231"":0}",0.111,1879358279721201700
1751955005000,2025-07-08 14:10:05.000,104.196834,35.956109,104.19034207161889,35.95011813772814,104.187651,35.950293,0.0,0.0,9663.9,1.0,1,612042023200066,"{""1"":96639,""3"":0,""37"":0,""48"":80,""49"":22,""224"":""AC8="",""225"":96639,""226"":0,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",0.0,1879347316192227300
1751955005000,2025-07-08 14:10:05.000,104.19682,35.956141,104.19032809961074,35.95015017032458,104.187637,35.950325,1.0,0.0,11186.6,1.0,1,612042023200098,"{""1"":111866,""3"":0,""37"":0,""48"":80,""49"":24,""224"":""AC8="",""225"":111866,""226"":0,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",0.143,1879353494011949000
1751955005000,2025-07-08 14:10:05.000,104.196934,35.956187,104.1904408906662,35.95019798022035,104.18775,35.950373,0.0,0.0,6318.1,1.0,1,612042023200085,"{""1"":63181,""3"":0,""37"":16,""48"":80,""49"":29,""224"":""AC8="",""225"":63181,""226"":0,""227"":282574488338432,""228"":0,""229"":2800,""230"":0,""231"":0}",0.09,1879358279721201700
1751955006000,2025-07-08 14:10:06.000,104.196834,35.95611,104.19034207167408,35.950119137966254,104.187651,35.950294,1.0,0.0,9663.9,1.0,1,612042023200066,"{""1"":96639,""3"":0,""37"":0,""48"":80,""49"":21,""224"":""AC8="",""225"":96639,""226"":0,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",0.111,1879347316192227300
1751955006000,2025-07-08 14:10:06.000,104.196821,35.956142,104.19032909779251,35.950151168778525,104.187638,35.950326,1.0,0.0,11186.6,1.0,1,612042023200098,"{""1"":111866,""3"":0,""37"":0,""48"":80,""49"":24,""224"":""AC8="",""225"":111866,""226"":0,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",0.143,1879353494011949000
1751955006000,2025-07-08 14:10:06.000,104.196934,35.956187,104.1904408906662,35.95019798022035,104.18775,35.950373,0.0,0.0,6318.1,1.0,1,612042023200085,"{""1"":63181,""3"":0,""37"":16,""48"":80,""49"":29,""224"":""AC8="",""225"":63181,""226"":0,""227"":282574488338432,""228"":0,""229"":1400,""230"":0,""231"":0}",0.0,1879358279721201700
1751955007000,2025-07-08 14:10:07.000,104.196835,35.956108,104.19034306969051,35.950117135706044,104.187652,35.950292,1.0,0.0,9663.9,1.0,1,612042023200066,"{""1"":96639,""3"":0,""37"":0,""48"":80,""49"":22,""224"":""AC8="",""225"":96639,""226"":0,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",0.24,1879347316192227300
1751955007000,2025-07-08 14:10:07.000,104.196821,35.956142,104.19032909779251,35.950151168778525,104.187638,35.950326,0.0,0.0,11186.6,1.0,1,612042023200098,"{""1"":111866,""3"":0,""37"":0,""48"":80,""49"":24,""224"":""AC8="",""225"":111866,""226"":0,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",0.0,1879353494011949000
1751955007000,2025-07-08 14:10:07.000,104.196933,35.956187,104.19043989253782,35.95019798200315,104.187749,35.950373,1.0,0.0,6318.1,1.0,1,612042023200085,"{""1"":63181,""3"":0,""37"":0,""48"":80,""49"":29,""224"":""AC8="",""225"":63181,""226"":0,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",0.09,1879358279721201700
1751955008000,2025-07-08 14:10:08.000,104.196834,35.956109,104.19034207161889,35.95011813772814,104.187651,35.950293,1.0,0.0,9663.9,1.0,1,612042023200066,"{""1"":96639,""3"":0,""37"":0,""48"":80,""49"":22,""224"":""AC8="",""225"":96639,""226"":0,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",0.143,1879347316192227300
1751955008000,2025-07-08 14:10:08.000,104.196822,35.956141,104.19033009586396,35.95015016675629,104.187639,35.950325,0.0,0.0,11186.6,1.0,1,612042023200098,"{""1"":111866,""3"":0,""37"":0,""48"":80,""49"":25,""224"":""AC8="",""225"":111866,""226"":0,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",0.143,1879353494011949000
1751955008000,2025-07-08 14:10:08.000,104.196933,35.956188,104.190439892593,35.950198982241226,104.187749,35.950374,0.0,0.0,6318.1,1.0,1,612042023200085,"{""1"":63181,""3"":0,""37"":0,""48"":80,""49"":29,""224"":""AC8="",""225"":63181,""226"":0,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",0.111,1879358279721201700
1751955009000,2025-07-08 14:10:09.000,104.196834,35.95611,104.19034207167408,35.950119137966254,104.187651,35.950294,1.0,0.0,9663.9,1.0,1,612042023200066,"{""1"":96639,""3"":0,""37"":0,""48"":80,""49"":22,""224"":""AC8="",""225"":96639,""226"":0,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",0.111,1879347316192227300
1751955009000,2025-07-08 14:10:09.000,104.196821,35.956141,104.19032909773736,35.950150168540425,104.187638,35.950325,0.0,0.0,11186.6,1.0,1,612042023200098,"{""1"":111866,""3"":0,""37"":0,""48"":80,""49"":25,""224"":""AC8="",""225"":111866,""226"":0,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",0.09,1879353494011949000
1751955009000,2025-07-08 14:10:09.000,104.196932,35.956188,104.19043889446463,35.950198984024034,104.187748,35.950374,0.0,0.0,6318.1,1.0,1,612042023200085,"{""1"":63181,""3"":0,""37"":0,""48"":80,""49"":29,""224"":""AC8="",""225"":63181,""226"":0,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",0.09,1879358279721201700
1751955010000,2025-07-08 14:10:10.000,104.196834,35.956109,104.19034207161889,35.95011813772814,104.187651,35.950293,1.0,0.0,9663.9,1.0,1,612042023200066,"{""1"":96639,""3"":0,""37"":0,""48"":80,""49"":22,""224"":""AC8="",""225"":96639,""226"":0,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",0.111,1879347316192227300
1751955010000,2025-07-08 14:10:10.000,104.19682,35.956141,104.19032809961074,35.95015017032458,104.187637,35.950325,0.0,0.0,11186.6,1.0,1,612042023200098,"{""1"":111866,""3"":0,""37"":0,""48"":80,""49"":24,""224"":""AC8="",""225"":111866,""226"":0,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",0.09,1879353494011949000
1751955010000,2025-07-08 14:10:10.000,104.196933,35.956188,104.190439892593,35.950198982241226,104.187749,35.950374,1.0,0.0,6318.1,1.0,1,612042023200085,"{""1"":63181,""3"":0,""37"":0,""48"":80,""49"":28,""224"":""AC8="",""225"":63181,""226"":0,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",0.09,1879358279721201700
1751955011000,2025-07-08 14:10:11.000,104.196833,35.956108,104.1903410734369,35.95011713927401,104.18765,35.950292,1.0,0.0,9663.9,1.0,1,612042023200066,"{""1"":96639,""3"":0,""37"":0,""48"":80,""49"":22,""224"":""AC8="",""225"":96639,""226"":0,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",0.143,1879347316192227300
1751955011000,2025-07-08 14:10:11.000,104.196819,35.956143,104.19032710153934,35.950151172346835,104.187636,35.950326,1.0,0.0,11186.6,1.0,1,612042023200098,"{""1"":111866,""3"":0,""37"":0,""48"":80,""49"":23,""224"":""AC8="",""225"":111866,""226"":0,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",0.143,1879353494011949000
1751955011000,2025-07-08 14:10:11.000,104.196933,35.956188,104.190439892593,35.950198982241226,104.187749,35.950374,0.0,0.0,6318.1,1.0,1,612042023200085,"{""1"":63181,""3"":0,""37"":0,""48"":80,""49"":28,""224"":""AC8="",""225"":63181,""226"":0,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",0.0,1879358279721201700
1751955012000,2025-07-08 14:10:12.000,104.196834,35.956108,104.1903420715637,35.950117137490025,104.187651,35.950292,1.0,0.0,9663.9,1.0,1,612042023200066,"{""1"":96639,""3"":0,""37"":0,""48"":80,""49"":22,""224"":""AC8="",""225"":96639,""226"":0,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",0.09,1879347316192227300
1751955012000,2025-07-08 14:10:12.000,104.196818,35.956144,104.19032610346794,35.95015217436912,104.187635,35.950327,1.0,0.0,11186.6,1.0,1,612042023200098,"{""1"":111866,""3"":0,""37"":0,""48"":80,""49"":23,""224"":""AC8="",""225"":111866,""226"":0,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",0.143,1879353494011949000
