timestamp_ms,timestamp_str,lon_bd09,lat_bd09,lon_gcj02,lat_gcj02,lon_wgs84,lat_wgs84,speed,direction,mileage,driving_mode,driving_model,device_id,attributes,calc_speed,vehicle_id
1751965080000,2025-07-08 16:58:00.000,104.196839,35.956116,104.19034706263945,35.950125130475136,104.187656,35.9503,1.0,0.0,9663.9,1.0,1,612042023200066,"{""1"":96639,""3"":0,""37"":0,""48"":80,""49"":20,""224"":""AC8="",""225"":96639,""226"":0,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",0.222,1879347316192227300
1751965080000,2025-07-08 16:58:00.000,104.196841,35.956119,104.1903490590588,35.95012812762163,104.187658,35.950303,0.0,0.0,11186.6,1.0,1,612042023200098,"{""1"":111866,""3"":0,""37"":0,""48"":80,""49"":29,""224"":""AC8="",""225"":111866,""226"":0,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",0.143,1879353494011949000
1751965080000,2025-07-08 16:58:00.000,104.196997,35.956083,104.19050376710388,35.950094843404216,104.187813,35.95027,11.0,207.0,6318.1,1.0,1,612042023200085,"{""1"":63181,""3"":87,""37"":0,""48"":80,""49"":29,""224"":""AC8="",""225"":63181,""226"":87,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",2.894,1879358279721201700
1751965081000,2025-07-08 16:58:01.000,104.196839,35.956116,104.19034706263945,35.950125130475136,104.187656,35.9503,1.0,0.0,9663.9,1.0,1,612042023200066,"{""1"":96639,""3"":0,""37"":0,""48"":80,""49"":20,""224"":""AC8="",""225"":96639,""226"":0,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",0.0,1879347316192227300
1751965081000,2025-07-08 16:58:01.000,104.196842,35.95612,104.1903500572409,35.95012912607585,104.187659,35.950304,0.0,0.0,11186.6,1.0,1,612042023200098,"{""1"":111866,""3"":0,""37"":0,""48"":80,""49"":28,""224"":""AC8="",""225"":111866,""226"":0,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",0.143,1879353494011949000
1751965081000,2025-07-08 16:58:01.000,104.196971,35.956065,104.19047781469632,35.95007588521652,104.187787,35.950251,13.0,236.0,6318.1,1.0,1,612042023200085,"{""1"":63181,""3"":101,""37"":0,""48"":80,""49"":29,""224"":""AC8="",""225"":63181,""226"":101,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",3.147,1879358279721201700
1751965082000,2025-07-08 16:58:02.000,104.196839,35.956115,104.19034706258424,35.95012413023703,104.187656,35.950299,0.0,0.0,9663.9,1.0,1,612042023200066,"{""1"":96639,""3"":0,""37"":0,""48"":80,""49"":21,""224"":""AC8="",""225"":96639,""226"":0,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",0.111,1879347316192227300
1751965082000,2025-07-08 16:58:02.000,104.196841,35.956119,104.1903490590588,35.95012812762163,104.187658,35.950303,1.0,0.0,11186.6,1.0,1,612042023200098,"{""1"":111866,""3"":0,""37"":0,""48"":80,""49"":29,""224"":""AC8="",""225"":111866,""226"":0,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",0.143,1879353494011949000
1751965082000,2025-07-08 16:58:02.000,104.196939,35.956055,104.190445874025,35.95006593987629,104.187755,35.950241,12.0,258.0,6318.1,1.0,1,612042023200085,"{""1"":63181,""3"":88,""37"":16,""48"":80,""49"":29,""224"":""AC8="",""225"":63181,""226"":88,""227"":282574488338432,""228"":0,""229"":1280,""230"":0,""231"":0}",3.08,1879358279721201700
1751965083000,2025-07-08 16:58:03.000,104.196839,35.956116,104.19034706263945,35.950125130475136,104.187656,35.9503,1.0,0.0,9663.9,1.0,1,612042023200066,"{""1"":96639,""3"":0,""37"":0,""48"":80,""49"":20,""224"":""AC8="",""225"":96639,""226"":0,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",0.111,1879347316192227300
1751965083000,2025-07-08 16:58:03.000,104.196841,35.956118,104.1903490590036,35.950127127383524,104.187658,35.950302,1.0,0.0,11186.6,1.0,1,612042023200098,"{""1"":111866,""3"":0,""37"":0,""48"":80,""49"":29,""224"":""AC8="",""225"":111866,""226"":0,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",0.111,1879353494011949000
1751965083000,2025-07-08 16:58:03.000,104.19691,35.956057,104.190416928361,35.95006699181868,104.187726,35.950242,10.0,280.0,6318.1,1.0,1,612042023200085,"{""1"":63181,""3"":68,""37"":0,""48"":80,""49"":27,""224"":""AC8="",""225"":63181,""226"":68,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",2.608,1879358279721201700
1751965084000,2025-07-08 16:58:04.000,104.196839,35.956116,104.19034706263945,35.950125130475136,104.187656,35.9503,0.0,0.0,9663.9,1.0,1,612042023200066,"{""1"":96639,""3"":0,""37"":0,""48"":80,""49"":21,""224"":""AC8="",""225"":96639,""226"":0,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",0.0,1879347316192227300
1751965084000,2025-07-08 16:58:04.000,104.196841,35.956119,104.1903490590588,35.95012812762163,104.187658,35.950303,1.0,0.0,11186.6,1.0,1,612042023200098,"{""1"":111866,""3"":0,""37"":0,""48"":80,""49"":29,""224"":""AC8="",""225"":111866,""226"":0,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",0.111,1879353494011949000
1751965084000,2025-07-08 16:58:04.000,104.196889,35.956063,104.19039596800728,35.95007303069485,104.187705,35.950248,7.0,299.0,6318.1,1.0,1,612042023200085,"{""1"":63181,""3"":55,""37"":0,""48"":80,""49"":29,""224"":""AC8="",""225"":63181,""226"":55,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",2.003,1879358279721201700
1751965085000,2025-07-08 16:58:05.000,104.196839,35.956117,104.1903470626946,35.95012613071325,104.187656,35.950301,1.0,0.0,9663.9,1.0,1,612042023200066,"{""1"":96639,""3"":0,""37"":0,""48"":80,""49"":21,""224"":""AC8="",""225"":96639,""226"":0,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",0.111,1879347316192227300
1751965085000,2025-07-08 16:58:05.000,104.196842,35.956121,104.19035005729609,35.95013012631396,104.187659,35.950305,1.0,0.0,11186.6,1.0,1,612042023200098,"{""1"":111866,""3"":0,""37"":0,""48"":80,""49"":28,""224"":""AC8="",""225"":111866,""226"":0,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",0.24,1879353494011949000
1751965085000,2025-07-08 16:58:05.000,104.196877,35.956069,104.19038399080732,35.95007905352454,104.187693,35.950254,5.0,307.0,6318.1,1.0,1,612042023200085,"{""1"":63181,""3"":36,""37"":0,""48"":80,""49"":29,""224"":""AC8="",""225"":63181,""226"":36,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",1.269,1879358279721201700
1751965086000,2025-07-08 16:58:06.000,104.196837,35.956117,104.19034506644084,35.95012613428113,104.187654,35.950301,2.0,243.0,9663.9,1.0,1,612042023200066,"{""1"":96639,""3"":0,""37"":0,""48"":80,""49"":22,""224"":""AC8="",""225"":96639,""226"":0,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",0.18,1879347316192227300
1751965086000,2025-07-08 16:58:06.000,104.196842,35.956121,104.19035005729609,35.95013012631396,104.187659,35.950305,1.0,0.0,11186.6,1.0,1,612042023200098,"{""1"":111866,""3"":0,""37"":0,""48"":80,""49"":28,""224"":""AC8="",""225"":111866,""226"":0,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",0.0,1879353494011949000
1751965086000,2025-07-08 16:58:06.000,104.196869,35.956076,104.190376006119,35.950085069221544,104.187685,35.95026,5.0,321.0,6318.1,1.0,1,612042023200085,"{""1"":63181,""3"":39,""37"":0,""48"":80,""49"":29,""224"":""AC8="",""225"":63181,""226"":39,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",0.982,1879358279721201700
1751965087000,2025-07-08 16:58:07.000,104.196836,35.956116,104.1903440682588,35.95012513582697,104.187653,35.9503,1.0,0.0,9663.9,1.0,1,612042023200066,"{""1"":96639,""3"":0,""37"":0,""48"":80,""49"":22,""224"":""AC8="",""225"":96639,""226"":0,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",0.143,1879347316192227300
1751965087000,2025-07-08 16:58:07.000,104.196841,35.956122,104.19034905922432,35.95013112833596,104.187658,35.950306,1.0,0.0,11186.6,1.0,1,612042023200098,"{""1"":111866,""3"":0,""37"":0,""48"":80,""49"":29,""224"":""AC8="",""225"":111866,""226"":0,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",0.143,1879353494011949000
1751965087000,2025-07-08 16:58:07.000,104.196864,35.956082,104.19037101581348,35.95009107956834,104.18768,35.950266,4.0,326.0,6318.1,1.0,1,612042023200085,"{""1"":63181,""3"":34,""37"":0,""48"":80,""49"":28,""224"":""AC8="",""225"":63181,""226"":34,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",0.805,1879358279721201700
1751965088000,2025-07-08 16:58:08.000,104.196836,35.956115,104.19034406820364,35.950124135588865,104.187653,35.950299,0.0,0.0,9663.9,1.0,1,612042023200066,"{""1"":96639,""3"":0,""37"":0,""48"":80,""49"":22,""224"":""AC8="",""225"":96639,""226"":0,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",0.111,1879347316192227300
1751965088000,2025-07-08 16:58:08.000,104.19684,35.95612,104.19034806098703,35.950129129643656,104.187657,35.950304,0.0,0.0,11186.6,1.0,1,612042023200098,"{""1"":111866,""3"":0,""37"":0,""48"":80,""49"":29,""224"":""AC8="",""225"":111866,""226"":0,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",0.24,1879353494011949000
1751965088000,2025-07-08 16:58:08.000,104.196859,35.956089,104.19036602556352,35.950098090153546,104.187675,35.950273,5.0,337.0,6318.1,1.0,1,612042023200085,"{""1"":63181,""3"":29,""37"":16,""48"":80,""49"":28,""224"":""AC8="",""225"":63181,""226"":29,""227"":282574488338432,""228"":0,""229"":2120,""230"":0,""231"":0}",0.9,1879358279721201700
1751965089000,2025-07-08 16:58:09.000,104.196838,35.956117,104.19034606456772,35.95012613249718,104.187655,35.950301,1.0,0.0,9663.9,1.0,1,612042023200066,"{""1"":96639,""3"":0,""37"":0,""48"":80,""49"":21,""224"":""AC8="",""225"":96639,""226"":0,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",0.286,1879347316192227300
1751965089000,2025-07-08 16:58:09.000,104.196841,35.956119,104.1903490590588,35.95012812762163,104.187658,35.950303,0.0,0.0,11186.6,1.0,1,612042023200098,"{""1"":111866,""3"":0,""37"":0,""48"":80,""49"":29,""224"":""AC8="",""225"":111866,""226"":0,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",0.143,1879353494011949000
1751965089000,2025-07-08 16:58:09.000,104.196857,35.956092,104.1903640294747,35.95010109443533,104.187673,35.950276,1.0,0.0,6318.1,1.0,1,612042023200085,"{""1"":63181,""3"":14,""37"":0,""48"":80,""49"":29,""224"":""AC8="",""225"":63181,""226"":14,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",0.379,1879358279721201700
1751965090000,2025-07-08 16:58:10.000,104.196841,35.956116,104.19034905889326,35.9501251269073,104.187658,35.9503,1.0,0.0,9663.9,1.0,1,612042023200066,"{""1"":96639,""3"":0,""37"":0,""48"":80,""49"":22,""224"":""AC8="",""225"":96639,""226"":0,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",0.292,1879347316192227300
1751965090000,2025-07-08 16:58:10.000,104.196841,35.956121,104.19034905916917,35.950130128097854,104.187658,35.950305,1.0,0.0,11186.6,1.0,1,612042023200098,"{""1"":111866,""3"":0,""37"":0,""48"":80,""49"":29,""224"":""AC8="",""225"":111866,""226"":0,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",0.222,1879353494011949000
1751965090000,2025-07-08 16:58:10.000,104.196854,35.956094,104.1903610352036,35.950103100262794,104.18767,35.950278,3.0,309.0,6318.1,1.0,1,612042023200085,"{""1"":63181,""3"":19,""37"":16,""48"":80,""49"":29,""224"":""AC8="",""225"":63181,""226"":19,""227"":282574488338432,""228"":0,""229"":1960,""230"":0,""231"":0}",0.35,1879358279721201700
1751965091000,2025-07-08 16:58:11.000,104.196841,35.956118,104.1903490590036,35.950127127383524,104.187658,35.950302,2.0,0.0,9663.9,1.0,1,612042023200066,"{""1"":96639,""3"":0,""37"":0,""48"":80,""49"":22,""224"":""AC8="",""225"":96639,""226"":0,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",0.222,1879347316192227300
1751965091000,2025-07-08 16:58:11.000,104.196842,35.956119,104.19035005718573,35.950128125837736,104.187659,35.950303,1.0,0.0,11186.6,1.0,1,612042023200098,"{""1"":111866,""3"":0,""37"":0,""48"":80,""49"":28,""224"":""AC8="",""225"":111866,""226"":0,""227"":281474976710656,""228"":0,""229"":0,""230"":0,""231"":0}",0.24,1879353494011949000
1751965091000,2025-07-08 16:58:11.000,104.196849,35.956095,104.1903560446234,35.95010410941986,104.187665,35.950279,1.0,0.0,6318.1,1.0,1,612042023200085,"{""1"":63181,""3"":12,""37"":16,""48"":80,""49"":29,""224"":""AC8="",""225"":63181,""226"":12,""227"":282574488338432,""228"":0,""229"":2039,""230"":0,""231"":0}",0.463,1879358279721201700
